Immunization Status of School-Age Children in Illinois for School Year 2014-2015,,,,,,,,,,,,,,,,
Region-County-District-Type-School (RCDTS) ,District,Facility,,,,,,Polio,,,,,,,,
,,,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %
050160680022001,Skokie SD 68,Devonshire Elem School,369,4,0,0,98.92%,365,0,0,0,0,4,365,4,98.92%
050160680022004,Skokie SD 68,Jane Stenson School,407,0,0,0,100.00%,401,2,0,4,0,0,401,6,98.53%
050160680022005,Skokie SD 68,Highland Elementary School,387,7,3,0,97.42%,386,0,1,0,0,0,386,1,99.74%
050160690021003,Skokie SD 69,Lincoln Jr High School,575,2,0,2,99.65%,571,2,0,2,0,0,571,4,99.30%
050160690022001,Skokie SD 69,Thomas Edison Elem School,592,0,0,0,100.00%,586,3,1,2,0,0,586,6,98.99%
050160690022004,Skokie SD 69,Madison Elem School,620,0,1,1,99.84%,605,2,0,13,0,0,605,15,97.58%
05016069Y100000,Nonpublic School,Notre Dame College Prep,783,0,0,0,100.00%,783,0,0,0,0,0,783,0,100.00%
050160700022003,Morton Grove SD 70,Park View Elem School,867,0,0,0,100.00%,857,8,0,2,0,0,857,10,98.85%
050160710022001,Niles ESD 71,Clarence E Culver School,523,7,0,7,98.66%,510,5,1,0,0,7,510,13,97.51%
05016071X160000,Nonpublic School,Glenview Montessori School,69,0,0,0,100.00%,69,0,0,0,0,0,69,0,100.00%
050160720022002,Fairview SD 72,Fairview South Elementary School,665,1,0,0,99.85%,657,4,2,1,0,1,657,8,98.80%
050160730022001,East Prairie SD 73,East Prairie Elem School,554,1,0,0,99.82%,551,2,0,0,0,1,551,3,99.46%
050160735021003,Skokie SD 73-5,Oliver McCracken Middle School,333,2,0,1,99.40%,328,4,0,0,0,1,328,5,98.50%
050160735022002,Skokie SD 73-5,John Middleton Elem School,517,2,0,2,99.61%,514,3,0,0,0,0,514,3,99.42%
